Item_ID	Sentence	PP1	PP1Length	PP2	PP2Length	PNP1cat	PNP2cat	Speaker_ID	Speaker_sex	Speaker_birthdate	Speaker_dialect	Speaker_education	Speaker_payment	TURNinCONV	TOPinCONV	Speaker_AB	Conversation_ID	Conversation_topic_ID	Conversation_topic	Conversation_transcription-difficulty	Conversation_topic-variability	Conversation_naturalness
115864:6	i agree with you in that area.	with you	2	in that area	3	pronoun		1307	 "FEMALE"	 1953	 "WESTERN"	 3	 "CASH"	87	123	A	3315	339	"TV PROGRAMS"	2	2	3
116035:17	uh, generally we just go on family vacations to arizona.	on family vacations	3	to arizona	2	fullnp	fullnp	1315	 "FEMALE"	 1943	 "SOUTH MIDLAND"	 3	 "CASH"	60	82	B	3317	343	"HOUSES"	1	2	2
116102:20	we're going *-1 to go in march after my children's birthdays and get all that business out of the way.	in march	2	after my children's birthdays	5	fullnp	fullnp	1315	 "FEMALE"	 1943	 "SOUTH MIDLAND"	 3	 "CASH"	90	118	B	3317	343	"HOUSES"	1	2	2
116173:11	so do you go to school in provo, utah?	to school	2	in provo, utah	3	fullnp	fullnp	1353	 "MALE"	 1943	 "MIXED"	 3	 "NONE"	6	15	B	3320	312	"CRIME"	2	2	3
116360:6	i went to europe for six weeks after i graduated from college	to europe	2	for six weeks	3	fullnp	fullnp	1353	 "MALE"	 1943	 "MIXED"	 3	 "NONE"	82	128	B	3320	312	"CRIME"	2	2	3
116435:52	and it *exp*-1 is really frightening, uh, * to think that you can't even send them to school in safety.	to school	2	in safety	2	fullnp	fullnp	1424	 "MALE"	 1958	 "SOUTH MIDLAND"	 2	 "GIFT"	15	22	A	3324	358	"FAMILY LIFE"	2	2	2
116437:35	but, you know, when you can't even, send them on their normal activities in safety *t*-1, it, it's really frightening.	on their normal activities	4	in safety	2	fullnp	fullnp	1424	 "MALE"	 1958	 "SOUTH MIDLAND"	 2	 "GIFT"	15	22	A	3324	358	"FAMILY LIFE"	2	2	2
116444:16	i mean, it's just in so much of society with the violence and the kids having access to weapons and drugs	in so much of society	5	with the violence and the kids having access to weapons and drugs	12	fullnp	fullnp	1424	 "MALE"	 1958	 "SOUTH MIDLAND"	 2	 "GIFT"	19	27	A	3324	358	"FAMILY LIFE"	2	2	2
116789:16	well, uh, we live in a, a brick home in far north dallas	in a, a brick home	5	in far north dallas	4	fullnp	fullnp	1419	 "FEMALE"	 1949	 "NORTH MIDLAND"	 2	 "CASH"	60	96	B	3325	351	"PETS"	2	2	1
116965:16	my oldest son has been going with the same girl for a while.	with the same girl	4	for a while	3	fullnp	fullnp	1399	 "FEMALE"	 1949	 "SOUTH MIDLAND"	 2	 "CASH"	133	198	A	3325	351	"PETS"	2	2	1
116977:16	and my daughter's been going with the same boy for a while,	with the same boy	4	for a while	3	fullnp	fullnp	1419	 "FEMALE"	 1949	 "NORTH MIDLAND"	 2	 "CASH"	138	205	B	3325	351	"PETS"	2	2	1
117474:23	one of our older kids now is going to graduate school down at college station	to graduate school	3	down at college station	4			1004	 "FEMALE"	 1958	 "NORTHERN"	 2	 "GIFT"	64	68	B	3331	353	"PUBLIC EDUCATION"	2	1	1
117749:50	and and the last one got hit *-1, uh, as she was following my, one of my sons across the road to the school.	across the road	3	to the school	3	fullnp	fullnp	1417	 "FEMALE"	 1962	 "SOUTH MIDLAND"	 2	 "CASH"	96	139	B	3333	312	"CRIME"	1	1	1
117794:8	and he's in the laundry room with this little carpet square	in the laundry room	4	with this little carpet square	5	fullnp	fullnp	1400	 "FEMALE"	 1942	 "MIXED"	 2	 "CASH"	113	167	A	3333	312	"CRIME"	1	1	1
118502:9	it's been out of hand, i think 0 *t*-1, for a while,	out of hand	3	for a while	3			1377	 "FEMALE"	 1941	 "NORTHERN"	 2	 "CASH"	12	20	B	3343	366	"CONSUMER GOODS"	1	2	1
118511:16	i think 0 it goes all the way back to the break up of the family to a certain extent	to the break up of the family	7	to a certain extent	4			1377	 "FEMALE"	 1941	 "NORTHERN"	 2	 "CASH"	14	26	B	3343	366	"CONSUMER GOODS"	1	2	1
118651:8	my daughter graduated with her from arlington high school.	with her	2	from arlington high school	4	fullnp	fullnp	1377	 "FEMALE"	 1941	 "NORTHERN"	 2	 "CASH"	68	113	B	3343	366	"CONSUMER GOODS"	1	2	1
118660:13	he, um, had her in the car in front of a taco mumblex or something	in the car	3	in front of a taco mumblex or something	8	fullnp	fullnp	1420	 "MALE"	 1966	 "NORTH MIDLAND"	 2	 "CASH"	3	3	A	3344	352	"POLITICS"	1	1	1
118693:37	uh, i just have a feeling that we've kind of talked out of both sides of mouths down there like we do in some other situations you know.	out of both sides of mouths	6	down there	2			1420	 "MALE"	 1966	 "NORTH MIDLAND"	 2	 "CASH"	13	26	A	3344	352	"POLITICS"	1	1	1
118861:29	and, uh, uh, course i've been working on it for five years,	on it	2	for five years	3	pronoun		1376	 "MALE"	 1965	 "NORTH MIDLAND"	 2	 "CASH"	28	45	B	3345	349	"NEWS MEDIA"	1	2	2
119230:16	you have *-1 to get back in the sticks in the,	in the sticks	3	in the	2	fullnp	fullnp	1301	 "FEMALE"	 1964	 "WESTERN"	 3	 "CASH"	60	118	B	3349	364	"HOBBIES AND CRAFTS"	1	1	1
119460:30	and, without any warning whatsoever, you could be going down the freeway at sixty	down the freeway	3	at sixty	2	fullnp	fullnp	1370	 "MALE"	 1964	 "NORTHERN"	 2	 "CASH"	69	94	A	3351	351	"PETS"	1	1	3
119567:224	but i, again, i don't want *-1 to see us pour a whole lot of economic aid into the soviet union without a, uh, well, uh, a whole lot under any circumstances because i, i don't know, i'm, i'm a believer in the old adage that if somebody earns something it's worth more *ich*-2 to them than if you give it to them,	to them	2	than if you give it to them	7	pronoun		1420	 "MALE"	 1966	 "NORTH MIDLAND"	 2	 "CASH"	15	18	A	3353	321	"CAMPING"	1	1	1
119740:7	* stay in touch with it and know, feel like i know what *t*-2's going on.	in touch	2	with it	2	fullnp	pronoun	1343	 "MALE"	 1933	 "SOUTH MIDLAND"	 3	 "CASH"	14	21	B	3354	361	"GARDENING"	1	1	1
119813:15	they've just been so terribly mistreated *-1 for so many, many years, you know. i mean, through papa doc,	for so many, many years	5	through papa doc	3	fullnp	fullnp	1399	 "FEMALE"	 1949	 "SOUTH MIDLAND"	 2	 "CASH"	35	73	A	3354	361	"GARDENING"	1	1	1
120068:31	i have a huge collection of dolls which *t*-1 is still in new mexico with my parents.	in new mexico	3	with my parents	3	fullnp	fullnp	1360	 "MALE"	 1963	 "WESTERN"	 2	 "CASH"	20	43	B	3360	340	"TAXES"	1	1	1
120170:28	so you, you haven't been back to europe since then, huh?	back to europe	3	since then	2			1419	 "FEMALE"	 1949	 "NORTH MIDLAND"	 2	 "CASH"	14	37	A	3364	339	"TV PROGRAMS"	2	1	1
120584:28	i, if i can get on central from anywhere, i'm happy.	on central	2	from anywhere	2	fullnp	fullnp	1367	 "FEMALE"	 1955	 "NYC"	 2	 "CASH"	73	114	B	3365	306	"RECIPES/FOOD/COOKING"	1	1	1
120705:18	and they said 0 they turn into black bugs in the spring	into black bugs	3	in the spring	3	fullnp	fullnp	1426	 "MALE"	 1952	 "NORTHERN"	 2	 "CASH"	17	44	A	3367	322	"CAPITAL PUNISHMENT"	1	1	1
121025:11	well, i work for the state as, as a grounds keeper.	for the state	3	as a grounds keeper	4	fullnp	fullnp	1414	 "FEMALE"	 1941	 "SOUTH MIDLAND"	 2	 "GIFT"	81	124	A	3368	336	"RIGHT TO PRIVACY"	2	1	1
121055:105	i was even planning *-1 to go out and to, uh, dig up some hibiscus plants that *t*-2 will not make it through the winter here, but, you know, were planted *-3 in the ground since last spring	in the ground	3	since last spring	3	fullnp	fullnp	1371	 "FEMALE"	 1970	 "NORTHERN"	 2	 "CASH"	94	142	B	3368	336	"RIGHT TO PRIVACY"	2	1	1
121104:11	when i go back home to my parents in illinois in the winter *t*-1, you know, and their grass is fairly green.	to my parents in illinois	5	in the winter	3	fullnp	fullnp	1355	 "MALE"	 1968	 "SOUTH MIDLAND"	 3	 "CASH"	4	5	B	3369	348	"MOVIES"	1	1	1
121142:11	and we were taking care of lawns out there,	of lawns	2	out there	2	fullnp	fullnp	1420	 "MALE"	 1966	 "NORTH MIDLAND"	 2	 "CASH"	19	27	A	3369	348	"MOVIES"	1	1	1
121473:8	and we went to the officers' club for a little mexican food today.	to the officers' club	5	for a little mexican food	5	fullnp	fullnp	1422	 "MALE"	 1956	 "SOUTHERN"	 2	 "CASH"	12	21	B	3377	362	"GOLF"	1	1	1
121595:93	i had a gang of people over and kind of made a fried chicken thing and biscuits, and kind of southern, uh, southern food even though i'm up here in new york,	up here	2	in new york	3			1422	 "MALE"	 1956	 "SOUTHERN"	 2	 "CASH"	56	102	B	3377	362	"GOLF"	1	1	1
121828:28	but there's a greater chance that he'll be back out on the streets in twelve years.	back out on the streets	5	in twelve years	3			1424	 "MALE"	 1958	 "SOUTH MIDLAND"	 2	 "GIFT"	78	125	B	3382	368	"SPACE FLIGHT AND EXPLORATION"	1	1	1
121875:123	um, huh. well, i don't like it when, uh, people listen to my phone conversations, like if they're outside my door while i'm talking in my room *t*-1, or when people like look through my things in my bedroom *t*-2.	through my things	3	in my bedroom	3	fullnp	fullnp	1353	 "MALE"	 1943	 "MIXED"	 3	 "NONE"	13	19	A	3387	359	"FEDERAL BUDGET"	1	1	1
121925:29	are you stil-, do you live at home with your parents?	at home	2	with your parents	3	fullnp	fullnp	1350	 "MALE"	 1939	 "NEW ENGLAND"	 2	 "CASH"	34	48	B	3387	359	"FEDERAL BUDGET"	1	1	1
122007:8	this lady does that to me at work when i'm taking an order or something *t*-1,	to me	2	at work	2	pronoun		1353	 "MALE"	 1943	 "MIXED"	 3	 "NONE"	71	93	A	3387	359	"FEDERAL BUDGET"	1	1	1
122062:63	and you would like *-1 to, feel like it's an invasion of privacy because you can't even ride down the road without people all the way around you, you know.	down the road	3	without people all the way around you	7	fullnp	fullnp	1428	 "MALE"	 1971	 "SOUTHERN"	 2	 "CASH"	11	13	A	3389	307	"FOOTBALL"	1	1	1
122099:42	because i don't, i don't remember *-2 waking up in several years at night when i'd hear a fire truck go by *t*-1, you know.	in several years	3	at night	2	fullnp	fullnp	1309	 "MALE"	 1965	 "SOUTHERN"	 2	 "CASH"	24	36	B	3389	307	"FOOTBALL"	1	1	1
122424:24	we, we've talked some about it in my state because we've had a lot of, uh, prob-,	about it	2	in my state	3	pronoun		1343	 "MALE"	 1933	 "SOUTH MIDLAND"	 3	 "CASH"	38	79	B	3393	313	"WEATHER CLIMATE"	5	1	1
122494:21	i, i worked on a golf course at, at one time	on a golf course	4	at one time	3	fullnp	fullnp	1407	 "MALE"	 1949	 "NYC"	 3	 "CASH"	61	125	A	3393	313	"WEATHER CLIMATE"	5	1	1
122528:6	it's probably up there to twenty now if i mumblex * to start again.	up there	2	to twenty	2			1389	 "FEMALE"	 1971	 "SOUTH MIDLAND"	 2	 "CASH"	7	8	A	3397	307	"FOOTBALL"	1	4	1
122831:27	i think, uh, 0 it *exp*-3's in everyone's nature to some degree * to want *-1 to get out and explore something 0 they haven't *?* *t*-2, or experience something, you know, indifferent.	in everyone's nature	4	to some degree	3	fullnp	fullnp	1367	 "FEMALE"	 1955	 "NYC"	 2	 "CASH"	24	42	A	3398	343	"HOUSES"	1	1	2
123364:12	i haven't been up there since, oh, lord, forty-eight, i guess 0 *t*-1.	up there	2	since, oh, lord, forty-eight	4			1343	 "MALE"	 1933	 "SOUTH MIDLAND"	 3	 "CASH"	13	25	B	3406	302	"AIR POLLUTION"	1	1	1
123448:19	i mean, that's occurred *-1 certainly at times in the past,	at times	2	in the past	3	fullnp	fullnp	1343	 "MALE"	 1933	 "SOUTH MIDLAND"	 3	 "CASH"	41	81	B	3406	302	"AIR POLLUTION"	1	1	1
123664:9	so i'm more *ich*-1 into college football than professional, i think 0 *t*-2.	into college football	3	than professional	2	fullnp	fullnp	1389	 "FEMALE"	 1971	 "SOUTH MIDLAND"	 2	 "CASH"	62	110	B	3408	324	"CHOOSING A COLLEGE"	1	1	1
124146:58	so if you hang onto your clothes long enough, uh they'll, they'll be back in style in a few years.	back in style	3	in a few years	4			1336	 "FEMALE"	 1931	 "SOUTH MIDLAND"	 2	 "CASH"	90	141	B	3411	320	"BUYING A CAR"	1	1	1
124210:16	i just, uh, moved down from south dakota in july,	down from south dakota	4	in july	2			1417	 "FEMALE"	 1962	 "SOUTH MIDLAND"	 2	 "CASH"	12	28	B	3417	340	"TAXES"	2	1	1
124235:69	my son and i used *-1 to have a bet *ich*-3 going about some of the players that *t*-2 had moved from here to minnesota,	from here	2	to minnesota	2			1407	 "MALE"	 1949	 "NYC"	 3	 "CASH"	21	44	A	3417	340	"TAXES"	2	1	1
124380:35	um, factories that, that *t*-1 burn coal as a, an energy source with sulfur and nitrogen contaminants, you know,	as a, an energy source	5	with sulfur and nitrogen contaminants	5	fullnp	fullnp	1367	 "FEMALE"	 1955	 "NYC"	 2	 "CASH"	27	43	A	3420	323	"CHILD CARE"	1	1	1
124506:6	probably blowing up there to you guys.	up there	2	to you guys	3		pronoun	1367	 "FEMALE"	 1955	 "NYC"	 2	 "CASH"	3	5	A	3425	356	"EXERCISE AND FITNESS"	2	1	1
124586:49	and it said that, uh, like thirty-four percent of, uh, college students actually graduate in four years from a four year program.	in four years	3	from a four year program	5	fullnp	fullnp	1367	 "FEMALE"	 1955	 "NYC"	 2	 "CASH"	25	62	A	3425	356	"EXERCISE AND FITNESS"	2	1	1
124641:26	and, or if you ran into them in the student union or whatever, you know, you could sit down, talk to them about a problem.	into them	2	in the student union or whatever	6	pronoun		1421	 "MALE"	 1962	 "SOUTHERN"	 2	 "CASH"	6	10	B	3427	320	"BUYING A CAR"	1	1	1
124641:78	and, or if you ran into them in the student union or whatever, you know, you could sit down, talk to them about a problem.	to them	2	about a problem	3	pronoun		1421	 "MALE"	 1962	 "SOUTHERN"	 2	 "CASH"	6	10	B	3427	320	"BUYING A CAR"	1	1	1
124896:11	but they eventually gets up there to five thousand, ten thousand, whatever fifty thousand	up there	2	to five thousand, ten thousand, whatever fifty thousand	8			1429	 "MALE"	 1964	 "NEW ENGLAND"	 2	 "CASH"	33	77	A	3435	362	"GOLF"	1	1	1
125518:93	some, some places, um, start them as early as, i think, well, some, some places take them as infants, i guess 0 *t*-1, you know, like eight weeks, even.	as infants	2	like eight weeks, even	4	fullnp	fullnp	1429	 "MALE"	 1964	 "NEW ENGLAND"	 2	 "CASH"	6	9	B	3445	348	"MOVIES"	1	1	1
125602:9	we're getting up in age, i guess, in our late thirties	in age	2	in our late thirties	4	fullnp	fullnp	1429	 "MALE"	 1964	 "NEW ENGLAND"	 2	 "CASH"	32	66	B	3445	348	"MOVIES"	1	1	1
125740:65	and, you know, when you work nine to five, or eight to five *t*-1, and you're in rush hour traffic to and from work, unfortunately *t*-1.	in rush hour traffic	4	to and from work	4	fullnp	fullnp	1095	 "MALE"	 1958	 "MIXED"	 3	 "GIFT"	17	17	A	3447	303	"CLOTHING AND DRESS"	3	2	2
125773:24	you know, when they're trying *-1 to get rid *-2 of those cars at the end of the year like that *t*-3, they really come down on their prices	at the end of the year	6	like that	2	fullnp	fullnp	1095	 "MALE"	 1958	 "MIXED"	 3	 "GIFT"	29	38	A	3447	303	"CLOTHING AND DRESS"	3	2	2
126067:35	um, my sense is that something may just have been done *-1 about it by congressmen mumblex	about it	2	by congressmen	2	pronoun		1400	 "FEMALE"	 1942	 "MIXED"	 2	 "CASH"	60	98	A	3449	352	"POLITICS"	4	3	2
126344:76	i have a girlfriend that every time 0 her son starts *-1 taking things for granted *t*-2 *t*-3 she threatens *-4 to send him to mexico with her relatives and let him get a taste of that for a while.	to mexico	2	with her relatives	3	fullnp	fullnp	1443	 "FEMALE"	 1944	 "NORTHERN"	 2	 "CASH"	4	7	A	3458	369	"MAGAZINES"	3	2	2
126421:13	well, my husband works at t i over on central.	at t i	3	over on central	3	fullnp	fullnp	1443	 "FEMALE"	 1944	 "NORTHERN"	 2	 "CASH"	30	60	A	3458	369	"MAGAZINES"	3	2	2
126727:12	i have been working at, uh, as an accountant at the medical school here in dallas	as an accountant	3	at the medical school here in dallas	7	fullnp	fullnp	1286	 "FEMALE"	 1957	 "MIXED"	 1	 "CASH"	76	129	B	3467	339	"TV PROGRAMS"	2	2	2
127190:6	i'm a night operator here at a industry down here	at a industry	3	down here	2	fullnp	fullnp	1407	 "MALE"	 1949	 "NYC"	 3	 "CASH"	25	50	A	3476	347	"METRIC SYSTEM"	3	1	4
127211:9	and i go to school during the day and work at night.	to school	2	during the day	3	fullnp	fullnp	1407	 "MALE"	 1949	 "NYC"	 3	 "CASH"	29	66	A	3476	347	"METRIC SYSTEM"	3	1	4
127687:54	well, i watch more now because, well i, i had been going to school for years and have really been too busy	to school	2	for years	2	fullnp	fullnp	1421	 "MALE"	 1962	 "SOUTHERN"	 2	 "CASH"	1	1	B	3495	312	"CRIME"	2	2	3
128162:13	and i don't take it on trips with me.	on trips	2	with me	2	fullnp	pronoun	1349	 "FEMALE"	 1965	 "NEW ENGLAND"	 3	 "GIFT"	4	4	B	3503	322	"CAPITAL PUNISHMENT"	2	3	3
128326:30	uh, that's advice that i will need *t*-1 in time future for my children, rather than one that i have, uh, personal experience with *t*-2.	in time future	3	for my children	3	fullnp	fullnp	1349	 "FEMALE"	 1965	 "NEW ENGLAND"	 3	 "GIFT"	70	102	B	3503	322	"CAPITAL PUNISHMENT"	2	3	3
128408:51	or it's a lot cheaper *ich*-1 if you stay within your state than if you go out of state to a private school, uh,	out of state	3	to a private school	4			1349	 "FEMALE"	 1965	 "NEW ENGLAND"	 3	 "GIFT"	100	153	B	3503	322	"CAPITAL PUNISHMENT"	2	3	3
128643:48	it was like, uh, * want an autograph, * want *-1 to stand in line for about four hours.	in line	2	for about four hours	4	fullnp	fullnp	1307	 "FEMALE"	 1953	 "WESTERN"	 3	 "CASH"	84	108	B	3508	335	"RECYCLING"	3	2	2
128862:8	but they're at home at night,	at home	2	at night	2	fullnp	fullnp	1438	 "MALE"	 1959	 "NORTH MIDLAND"	 3	 "CASH"	44	81	B	3509	322	"CAPITAL PUNISHMENT"	4	1	3
128924:12	because i have lived in utah for like ten years.	in utah	2	for like ten years	4	fullnp	fullnp	1389	 "FEMALE"	 1971	 "SOUTH MIDLAND"	 2	 "CASH"	61	126	A	3509	322	"CAPITAL PUNISHMENT"	4	1	3
128942:6	it's more humid *ich*-1 in utah than there?	in utah	2	than there	2	fullnp	fullnp	1389	 "FEMALE"	 1971	 "SOUTH MIDLAND"	 2	 "CASH"	67	138	A	3509	322	"CAPITAL PUNISHMENT"	4	1	3
128948:6	it's more humid *ich*-1 in iowa than utah.	in iowa	2	than utah	2	fullnp	fullnp	1389	 "FEMALE"	 1971	 "SOUTH MIDLAND"	 2	 "CASH"	69	141	A	3509	322	"CAPITAL PUNISHMENT"	4	1	3
129321:9	i was interviewed *-2 by four attorneys for about five hours.	by four attorneys	3	for about five hours	4	fullnp	fullnp	1461	 "FEMALE"	 1962	 "WESTERN"	 2	 "CASH"	74	106	A	3515	335	"RECYCLING"	1	1	2
129476:8	and i visited the prison up here and, at parchman	up here	2	at parchman	2			1345	 "MALE"	 1943	 "SOUTH MIDLAND"	 3	 "CASH"	56	79	B	3517	343	"HOUSES"	1	2	3
129744:64	although just, just about a week ago some of my volunteer mothers that, uh, *t*-1 work in the library for me said 0 they hadn't gotten theirs.	in the library	3	for me	2	fullnp	pronoun	1455	 "FEMALE"	 1960	 "WESTERN"	 2	 "CASH"	75	99	A	3523	329	"WOMEN'S ROLES"	2	2	2
129821:45	because they charge you, * let's see, they charge you for your garbage pick up by the weight.	for your garbage pick up	5	by the weight	3	fullnp	fullnp	1455	 "FEMALE"	 1960	 "WESTERN"	 2	 "CASH"	109	144	A	3523	329	"WOMEN'S ROLES"	2	2	2
129870:32	kind of a pain * to, you know, drive over somewhere special just for that, for two little tiny batteries	over somewhere special	3	for two little tiny batteries	5			1400	 "FEMALE"	 1942	 "MIXED"	 2	 "CASH"	21	27	A	3524	358	"FAMILY LIFE"	3	3	2
130036:75	except that, i mean, the, the average cost to si-, to society of * having somebody in jail for all their life is, is extremely high. i mean, something, 0 i, i was amazed at *t*-1. uh, uh, per year,	in jail	2	for all their life	4	fullnp	fullnp	1001	 "MALE"	 1940	 "WESTERN"	 3	 "GIFT"	98	119	B	3524	358	"FAMILY LIFE"	3	3	2
130302:16	or, do you all need four wheel drives up there because of snow and everything?	up there	2	because of snow and everything	5			1436	 "MALE"	 1940	 "SOUTH MIDLAND"	 2	 "GIFT"	53	90	A	3525	362	"GOLF"	4	1	2
130605:8	do you go to museums in europe?	to museums	2	in europe	2	fullnp	fullnp	1325	 "MALE"	 1960	 "WESTERN"	 2	 "CASH"	91	125	B	3526	325	"COMPUTERS"	4	1	2
130614:8	and i went to a vineyard or two in germany.	to a vineyard or two	5	in germany	2	fullnp	fullnp	1378	 "MALE"	 1940	 "NORTHERN"	 2	 "CASH"	94	131	A	3526	325	"COMPUTERS"	4	1	2
130815:25	but, uh, i know 0 we had a problem down here with, uh, oil, people taking oil out of their cars and just putting it down the d-, you know, the s-, the drain sewer.	down here	2	with, uh, oil, people taking oil out of their cars and just putting it down the d-, you know, the s-, the drain sewer	24			1315	 "FEMALE"	 1943	 "SOUTH MIDLAND"	 3	 "CASH"	19	25	B	3539	356	"EXERCISE AND FITNESS"	2	2	1
